,Min Var,1,2,3,4,5,6,7,8,Optimum,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
Returns,0.09168170961907224,0.09320188987403925,0.09472207012930389,0.09624225038494731,0.09776243064050069,0.09928261089725883,0.10080279115420433,0.1023229714067812,0.10384315166527737,0.10536333192257304,0.11062648981514642,0.11588964770995862,0.12115280560580595,0.12641596350017778,0.1316791213971216,0.1369422793142527,0.14220543739014593,0.1474685954025235,0.15000000000001146,0.15000000000007083,0.15000000000006308,0.15000000000026498,0.15000000000009123,0.1500000000000816,0.15000000000023578,0.15000000000010041,0.15000000000010996,0.150000000000121,0.15000000000010885
Risks,0.11317064325199225,0.11325315591504685,0.11351291614599586,0.11394866849808137,0.11455833562451172,0.11534537097180657,0.11630975705648187,0.11748415831679407,0.11889117026849187,0.12052117809377597,0.1277648889930646,0.13720327581934974,0.14852060109610674,0.16164759764505682,0.17795565753697332,0.19717398622386542,0.21995490818462665,0.25285482378971913,0.27165797381006246,0.27165797381012746,0.2716579738100548,0.2716579738103822,0.2716579738101239,0.2716579738100556,0.2716579738103167,0.27165797381015966,0.2716579738101856,0.27165797380998713,0.2716579738102119
Sharpe,0.8101191880205937,0.822951811991461,0.8344607234605451,0.8446105746866872,0.8533855708321127,0.8607420485172839,0.8666752790589434,0.8709512233204159,0.8734303096753815,0.8742308496237167,0.8658598671905198,0.8446565653617925,0.8157306441778319,0.7820466579265837,0.7399546787084474,0.6945250838453535,0.646520864498195,0.5832144832845362,0.552164907571932,0.5521649075720184,0.5521649075721375,0.5521649075722153,0.5521649075721007,0.5521649075722042,0.552164907572241,0.5521649075720618,0.5521649075720443,0.5521649075724884,0.5521649075719868
1201,0.0,4.969617043448555e-18,0.0,1.9273913180620217e-18,1.0486924539167635e-17,0.0,8.046282436869909e-18,0.0,1.9571300508210428e-18,0.0,0.0,3.942999250608087e-17,0.0,3.950651967417176e-18,1.7690829973188537e-17,0.0,1.3877787807814457e-16,0.0,1.5715486863405194e-13,4.826187992306079e-13,1.974840630572468e-17,1.1045147646119925e-16,1.768326730227358e-13,2.8002320212605626e-13,7.543528304553703e-18,1.1461531365533874e-12,7.091755093839705e-13,7.687914849722672e-18,5.248279670425168e-14
1460,0.01375092622540395,0.010231680794346233,0.006767487704268728,0.0032870901643925936,9.273001078975254e-19,0.0,0.0,1.2588593164841253e-17,0.0,2.4506429945922727e-18,0.0,2.5215680727169648e-17,0.0,0.0,2.7423281605462263e-17,2.9236643531534114e-17,0.0,6.106226635438361e-16,7.155414883687094e-18,2.4034325433509796e-13,3.618758839596034e-13,3.193073115647599e-13,8.564054846922031e-14,3.816353483232504e-15,4.76611394725865e-16,6.08224918843288e-16,1.5031302368822892e-13,1.5158273786492276e-17,8.455475612758732e-13
2010,0.19452096791831772,0.19161490747291782,0.18832666216982846,0.1849531981175776,0.1811840435441152,0.1750791793129651,0.16280254453799023,0.14740116180570575,0.1332225552975016,0.11806327855760818,0.06678474369980283,0.012610616493217708,8.461250644293383e-19,2.4187713701797037e-17,0.0,2.1807902173989265e-17,0.0,1.8041124150158794e-16,6.8944207570980375e-18,1.0617037532416483e-17,1.6480862726702652e-13,9.025497764646717e-18,3.0402415626372364e-18,1.4481846874470073e-13,5.64976786102799e-16,3.2739890666790434e-16,2.053536556250588e-17,8.054175485197905e-13,5.970175756401287e-18
2330,0.4234895944554571,0.4250886278140542,0.426867852842409,0.4286939766022787,0.43052919943476503,0.4306355303057686,0.43360524578727844,0.4313697152222267,0.4277520569885072,0.4257452889477873,0.4151023906510461,0.4019693836555937,0.3711949013718664,0.30664545283418926,0.18268638519189673,0.06156995180417549,1.6653345369377348e-16,0.0,3.6251217407354454e-14,2.2628786387244495e-13,7.606020198907806e-17,1.2776286703647997e-12,4.513949717521553e-17,7.031983724481438e-14,1.1927695532391976e-12,4.749823332228577e-13,6.527218777140586e-13,5.604294501404081e-13,8.817308473472662e-14
2489,0.03475775499105362,0.04838108819376548,0.062010381017323646,0.07563872361282946,0.08926334999701016,0.10371933802966862,0.1186812628138884,0.13609846382712107,0.15426796957196467,0.1717205774677527,0.23213985802638087,0.29213770078520335,0.3505613365428599,0.4182957518953853,0.5110949700319847,0.6057892783445419,0.7401812463381958,0.9156198467507822,1.0,1.0,0.999999999999627,0.9999999999999885,1.0,0.9999999999998174,0.9999999999998641,0.9999999999999082,0.9999999999999559,0.9999999999994171,1.0
2608,0.1637638051567131,0.16036076097238944,0.15705005334594396,0.1538025002875288,0.15065076642456007,0.1472898299575776,0.14582043614009885,0.13897665180923544,0.13225428584952756,0.1252870534563955,0.10053526336050048,0.07427961909481784,0.0323356077173753,0.0,0.0,6.420950456201851e-18,0.0,0.0,7.366336854350795e-19,6.287343182885545e-18,2.8648281928359016e-17,6.2601561311738705e-18,2.0888810226260415e-13,0.0,7.834793743035839e-13,1.74905383710354e-18,2.6655484959201888e-20,2.260704300961535e-17,7.816926233059926e-18
2889,0.08135841572518104,0.08828440678777301,0.09524341552451585,0.10220146889058788,0.10922637490894549,0.11621840524417398,0.12401586705670672,0.1337555326402906,0.14257271655200812,0.15204186629072838,0.18543774426226983,0.2190026799711673,0.24590815436789842,0.2750587952704254,0.30621864477611854,0.33264076985128255,0.25981875366180435,0.0843801532492174,2.6528459540515904e-15,3.239032332771432e-17,1.6084776830827848e-13,2.3751208187373197e-17,1.0043828980083795e-16,6.365640548705587e-13,3.903960394300647e-15,2.4299072696875703e-13,1.176217465249665e-17,4.335783249037313e-13,3.855828281244362e-17
3514,0.0,0.0,2.076805358276178e-18,0.0,0.0,0.0,3.6751168129991263e-17,0.0,3.741039836770625e-18,4.8980267352045795e-18,0.0,0.0,3.7574159271156005e-17,0.0,2.897790039548941e-17,0.0,1.942890293094024e-16,0.0,5.5629617379481985e-14,2.505315371140024e-16,2.0546941221682948e-13,1.680405258784119e-12,7.649138653733955e-17,0.0,1.7822935843132236e-12,3.408953233902387e-14,3.596864635678557e-13,6.8033039762188276e-18,6.159097881168179e-13
5522,0.02072584620302209,0.019796719223245243,0.01888890577990685,0.018019343848368185,0.017281912083966445,0.016565652277283256,0.015074643664037424,0.012398474695420452,0.009930415740490809,0.00714193527972803,1.1462005755295689e-17,0.0,2.0359570374910364e-17,1.2071060485096518e-17,0.0,0.0,0.0,2.7755575615628914e-16,3.4007324306536313e-17,1.6073605944288902e-13,1.0599317722489511e-13,3.2614560188685443e-13,3.535373763737465e-17,0.0,1.5206760665847514e-15,1.4985113930677665e-14,3.075215806417611e-17,1.1201930415806041e-13,4.649974476808826e-18
9904,0.06763268932485135,0.05624180874150859,0.044845241615803576,0.03340369847643687,0.02186435360663772,0.010492064872562953,0.0,3.6885175264210594e-18,0.0,1.7723818778545842e-17,0.0,0.0,2.40575537723071e-17,5.358492542535133e-18,1.932406849350261e-17,1.0940584503445221e-18,0.0,0.0,9.368392952976515e-17,1.3215328848489919e-17,6.018030184650978e-13,4.963109697618271e-17,1.108212084496857e-12,6.400381596244342e-14,3.1302281037114317e-16,6.718028923474009e-18,1.2174625927804657e-17,2.9630763009450716e-13,1.1936888375937356e-17
